,2,4,8,16,32,64
10,0.004988431930541992,0.005777120590209961,0.018723726272583008,0.0377347469329834,0.12717223167419434,0.4594881534576416
40,0.002059459686279297,0.006989479064941406,0.015076875686645508,0.04199504852294922,0.13740873336791992,0.4967503547668457
160,0.003505229949951172,0.009113311767578125,0.025354623794555664,0.0743558406829834,0.25266551971435547,0.9022057056427002
640,0.013134002685546875,0.03997945785522461,0.12424397468566895,0.45247650146484375,1.7130491733551025,7.0204994678497314
2560,0.09328174591064453,0.40501952171325684,1.5141503810882568,6.59064793586731,26.289905786514282,Timeout: 30s
10240,0.9987006187438965,5.335107803344727,23.62409257888794,Timeout: 30s,,
