,2,4,8,16,32,64
40,0.033214569091796875,0.005511045455932617,0.014999151229858398,0.04443955421447754,0.14364099502563477,0.54311203956604
160,0.004626274108886719,0.010158538818359375,0.02548670768737793,0.08315205574035645,0.25831007957458496,0.9229416847229004
640,0.01520991325378418,0.04196929931640625,0.18274164199829102,0.46549415588378906,1.780238151550293,6.855873346328735
2560,0.08703732490539551,0.4090697765350342,1.5058786869049072,6.1946070194244385,25.669641494750977,Timeout: 60s
10240,1.033970594406128,5.0900068283081055,23.211259603500366,Timeout: 60s,,
