,2,4,8,16,32,64
10,0.18881964683532715,0.2632162570953369,0.4905238151550293,0.7871608734130859,1.4560115337371826,3.081536293029785
40,0.3210470676422119,0.5254218578338623,0.8954856395721436,1.5996270179748535,3.1298251152038574,6.310584306716919
160,0.7155656814575195,1.3077244758605957,2.5313827991485596,5.00200629234314,9.93866777420044,20.54297924041748
640,2.403777837753296,4.784697532653809,9.427692890167236,19.5890691280365,Timeout: 30s,
2560,9.339790344238281,19.234394073486328,Timeout: 30s,,,
10240,Timeout: 30s,,,,,
